lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L12,Dichlorvos,cal,6.06,cal6,17942737,linear,7.13E-09
L12,Dimethyl_phthalate,cal,5.83,cal1,376164364,linear,2.31E-06
L12,Dimethyl_phthalate,cal,5.83,cal2,157137967,non-linear,9.63E-07
L12,Dimethyl_phthalate,cal,5.83,cal3,86681942,non-linear,5.04E-07
L12,Dimethyl_phthalate,cal,5.83,cal4,59094940,non-linear,3.09E-07
L12,Dimethyl_phthalate,cal,5.83,cal5,22477060,linear,8.73E-08
L12,Dimethyl_phthalate,cal,5.83,cal6,2648461,linear,1.00E-08
L12,Dimethyl_phthalate_H,cal,5.85,cal1,376164364,non-linear,2.31E-06
L12,Dimethyl_phthalate_H,cal,5.85,cal2,157137967,non-linear,9.63E-07
L12,Dimethyl_phthalate_H,cal,5.85,cal3,86681942,non-linear,5.04E-07
L12,Dimethyl_phthalate_H,cal,5.85,cal4,59094940,linear,3.09E-07
L12,Dimethyl_phthalate_H,cal,5.85,cal5,22477060,linear,8.73E-08
L12,Dimethyl_phthalate_H,cal,5.85,cal6,2648461,linear,1.00E-08
L12,Diphenyl_phthalate,cal,8.61,cal1,270135477,linear,1.34E-06
L12,Diphenyl_phthalate,cal,8.61,cal2,105985411,linear,6.44E-07
L12,Diphenyl_phthalate,cal,8.61,cal3,64020471,linear,3.82E-07
L12,Diphenyl_phthalate,cal,8.61,cal4,32408949,linear,2.07E-07
L12,Diphenyl_phthalate,cal,8.61,cal5,11030034,non-linear,7.88E-08
L12,Diphenyl_phthalate,cal,8.61,cal6,1098321,non-linear,1.07E-08
L12,Diphenyl_phthalate_H,cal,8.62,cal1,110673946,linear,1.34E-06
L12,Diphenyl_phthalate_H,cal,8.62,cal2,43545178,linear,6.44E-07
L12,Diphenyl_phthalate_H,cal,8.62,cal3,25387814,linear,3.82E-07
L12,Diphenyl_phthalate_H,cal,8.62,cal4,12444584,linear,2.07E-07
L12,Diphenyl_phthalate_H,cal,8.62,cal5,4337698,non-linear,7.88E-08
L12,Diphenyl_phthalate_H,cal,8.62,cal6,443033,non-linear,1.07E-08
L12,Efavirenz,cal,8.29,cal1,125309995,non-linear,1.33E-06
L12,Efavirenz,cal,8.29,cal2,58215808,linear,5.86E-07
L12,Efavirenz,cal,8.29,cal3,33387615,linear,3.13E-07
L12,Efavirenz,cal,8.29,cal4,17843671,linear,1.67E-07
L12,Efavirenz,cal,8.29,cal5,5597920,linear,7.13E-08
L12,Efavirenz,cal,8.29,cal6,676266,linear,8.49E-09
L12,Emamectin_B1a,cal,8.34,cal1,18915676,non-linear,2.04E-07
L12,Emamectin_B1a,cal,8.34,cal2,2961935,non-linear,9.73E-08
L12,Emamectin_B1a,cal,8.34,cal4,356483,non-linear,2.35E-08
L12,Guanylurea,cal,0.68,cal1,43731058,non-linear,1.25E-06
L12,Guanylurea,cal,0.68,cal2,18039952,non-linear,5.45E-07
L12,Guanylurea,cal,0.68,cal3,14958568,non-linear,3.20E-07
L12,Guanylurea,cal,0.68,cal4,5987212,non-linear,1.82E-07
L12,Guanylurea,cal,0.68,cal5,2661028,non-linear,4.72E-08
L12,Guanylurea,cal,0.68,cal6,214290,non-linear,2.35E-09
L12,Haloperidol,cal,5.12,cal1,288789245,linear,5.96E-07
L12,Haloperidol,cal,5.12,cal2,105749627,linear,2.90E-07
L12,Haloperidol,cal,5.12,cal3,73154388,linear,1.49E-07
L12,Haloperidol,cal,5.12,cal4,25855688,linear,8.94E-08
L12,Haloperidol,cal,5.12,cal5,12082685,linear,2.62E-08
L12,Haloperidol,cal,5.12,cal6,794293,linear,2.20E-09
L12,Histamine,cal,0.63,cal1,1870282,non-linear,5.59E-06
L12,Histamine,cal,0.63,cal2,701661,non-linear,1.40E-06
L12,Imazalil,cal,5.54,cal1,866978452,linear,8.73E-07
L12,Imazalil,cal,5.54,cal2,397057368,linear,4.20E-07
L12,Imazalil,cal,5.54,cal3,158912519,linear,2.19E-07
L12,Imazalil,cal,5.54,cal4,105807069,linear,1.26E-07
L12,Imazalil,cal,5.54,cal5,25204855,linear,3.93E-08
L12,Imazalil,cal,5.54,cal6,3210756,linear,3.32E-09
L12,L-alanine,cal,0.73,cal1,47324665,non-linear,6.07E-06
L12,L-alanine,cal,0.73,cal2,18506242,non-linear,2.26E-06
L12,L-alanine,cal,0.73,cal3,8933290,non-linear,1.07E-06
L12,L-alanine,cal,0.73,cal4,5115373,non-linear,6.25E-07
L12,L-alanine,cal,0.73,cal5,1608134,non-linear,1.93E-07
L12,L-phenylalanine,cal,1.75,cal1,738243338,non-linear,3.10E-06
L12,L-phenylalanine,cal,1.75,cal2,318127950,non-linear,1.23E-06
L12,L-phenylalanine,cal,1.75,cal3,155217534,linear,6.09E-07
L12,L-phenylalanine,cal,1.75,cal4,96074371,linear,3.58E-07
L12,L-phenylalanine,cal,1.75,cal5,32692728,linear,1.21E-07
L12,L-phenylalanine,cal,1.75,cal6,5275126,linear,1.38E-08
L12,Methamidophos,cal,1.68,cal1,1041689241,non-linear,2.23E-06
L12,Methamidophos,cal,1.68,cal2,545173288,non-linear,9.91E-07
L12,Methamidophos,cal,1.68,cal3,281081529,non-linear,4.84E-07
L12,Methamidophos,cal,1.68,cal4,178029122,non-linear,2.92E-07
L12,Methamidophos,cal,1.68,cal5,64658626,linear,8.52E-08
L12,Methamidophos,cal,1.68,cal6,8018038,linear,6.39E-09
L12,Metolachlor,cal,8.26,cal1,1349327618,non-linear,1.45E-06
L12,Metolachlor,cal,8.26,cal2,675441610,non-linear,6.75E-07
L12,Metolachlor,cal,8.26,cal3,386115992,non-linear,3.62E-07
L12,Metolachlor,cal,8.26,cal4,243801265,non-linear,2.26E-07
L12,Metolachlor,cal,8.26,cal5,91536568,linear,7.26E-08
L12,Metolachlor,cal,8.26,cal6,10342756,linear,7.23E-09
L12,Nigericin_H,cal,10.76,cal1,3130821,non-linear,3.47E-07
L12,Nigericin_H,cal,10.76,cal2,861384,non-linear,1.87E-07
L12,Nigericin_H,cal,10.76,cal3,394065,non-linear,9.15E-08
L12,Nigericin_H,cal,10.76,cal4,89545,non-linear,4.20E-08
L12,Nigericin_NH4,cal,10.76,cal1,464275479,linear,3.47E-07
L12,Nigericin_NH4,cal,10.76,cal2,167347548,linear,1.87E-07
L12,Nigericin_NH4,cal,10.76,cal3,65923775,linear,9.15E-08
L12,Nigericin_NH4,cal,10.76,cal4,27769807,non-linear,4.20E-08
L12,Nigericin_NH4,cal,10.76,cal5,1007938,non-linear,1.47E-08
L12,Nigericin_NH4,cal,10.76,cal6,278162,non-linear,2.89E-09
L12,Octocrylene,cal,9.96,cal1,214520973,non-linear,2.30E-06
L12,Octocrylene,cal,9.96,cal2,65271497,non-linear,1.20E-06
L12,Octocrylene,cal,9.96,cal3,22539004,non-linear,7.12E-07
L12,Octocrylene,cal,9.96,cal4,10183834,non-linear,3.34E-07
L12,Octocrylene,cal,9.96,cal5,697286,non-linear,1.16E-07
L12,Octocrylene,cal,9.96,cal6,345965,non-linear,2.89E-08
L12,Progesterone,cal,8.78,cal1,780290424,linear,1.24E-06
L12,Progesterone,cal,8.78,cal2,355740102,linear,6.17E-07
L12,Progesterone,cal,8.78,cal3,192815236,linear,3.29E-07
L12,Progesterone,cal,8.78,cal4,114361560,linear,2.00E-07
L12,Progesterone,cal,8.78,cal5,36715830,linear,7.24E-08
L12,Progesterone,cal,8.78,cal6,3959675,non-linear,8.65E-09
L12,Rifaximin,cal,8.1,cal1,92580188,linear,4.90E-07
L12,Rifaximin,cal,8.1,cal2,31616225,linear,1.91E-07
L12,Rifaximin,cal,8.1,cal3,12488788,linear,8.71E-08
L12,Rifaximin,cal,8.1,cal4,4091398,linear,4.48E-08
L12,Simazine,cal,6.16,cal1,4572943577,non-linear,2.29E-06
L12,Simazine,cal,6.16,cal2,1844327182,non-linear,9.66E-07
L12,Simazine,cal,6.16,cal3,976056204,non-linear,4.95E-07
L12,Simazine,cal,6.16,cal4,639690194,linear,3.01E-07
L12,Simazine,cal,6.16,cal5,243137676,linear,9.47E-08
L12,Simazine,cal,6.16,cal6,28632065,linear,9.45E-09
L12,Spinosad_A,cal,7.7,cal1,28575141,non-linear,2.15E-07
L12,Spinosad_A,cal,7.7,cal2,7953049,non-linear,1.07E-07
L12,Spinosad_A,cal,7.7,cal3,2848898,non-linear,5.49E-08
L12,Spinosad_A,cal,7.7,cal4,1058724,non-linear,2.66E-08
L12,Spinosad_A,cal,7.7,cal5,227774,non-linear,8.48E-09
L12,Sucralose_Na,cal,3.64,cal1,21132836,non-linear,2.37E-06
L12,Sucralose_Na,cal,3.64,cal2,10810606,non-linear,1.07E-06
L12,Sucralose_Na,cal,3.64,cal3,5945048,linear,4.81E-07
L12,Sucralose_Na,cal,3.64,cal4,3308931,linear,2.71E-07
L12,Sucralose_Na,cal,3.64,cal5,974930,linear,9.62E-08
L12,Sucralose_NH4,cal,3.64,cal1,42504194,linear,2.37E-06
L12,Sucralose_NH4,cal,3.64,cal2,16879173,linear,1.07E-06
L12,Sucralose_NH4,cal,3.64,cal3,8008476,linear,4.81E-07
L12,Sucralose_NH4,cal,3.64,cal4,4767555,linear,2.71E-07
L12,Sucralose_NH4,cal,3.64,cal5,1352665,linear,9.62E-08
L12,Sucralose_NH4,cal,3.64,cal6,112942,non-linear,1.28E-08
L12,TCMTB,cal,7.57,cal1,291457102,linear,1.73E-06
L12,TCMTB,cal,7.57,cal2,118380253,linear,7.08E-07
L12,TCMTB,cal,7.57,cal3,63651627,linear,3.96E-07
L12,TCMTB,cal,7.57,cal4,39499721,linear,2.49E-07
L12,TCMTB,cal,7.57,cal5,13434098,linear,7.96E-08
L12,TCMTB,cal,7.57,cal6,1555584,linear,7.64E-09
L12,Tetraethylammonium,cal,0.76,cal1,926073252,non-linear,1.13E-06
L12,Tetraethylammonium,cal,0.76,cal2,299163377,non-linear,6.22E-07
L12,Tetraethylammonium,cal,0.76,cal3,229913190,non-linear,3.59E-07
L12,Tetraethylammonium,cal,0.76,cal4,9969211,non-linear,2.41E-07
L12,Tetrahexylammonium,cal,7.76,cal1,506951826,non-linear,7.52E-07
L12,Tetrahexylammonium,cal,7.76,cal2,197042318,non-linear,3.93E-07
L12,Tetrahexylammonium,cal,7.76,cal3,100136401,non-linear,2.17E-07
L12,Tetrahexylammonium,cal,7.76,cal4,42960011,non-linear,1.13E-07
L12,Tetrahexylammonium,cal,7.76,cal5,12581090,non-linear,3.31E-08
L12,Tetrahexylammonium,cal,7.76,cal6,240027,non-linear,3.02E-09
L12,Trichlorfon,cal,4.22,cal1,66117071,non-linear,1.76E-06
L12,Trichlorfon,cal,4.22,cal2,7525144,non-linear,7.54E-07
L12,Trichlorfon,cal,4.22,cal3,75363048,non-linear,3.95E-07
L12,Trichlorfon,cal,4.22,cal5,13017882,non-linear,7.80E-08
L12,Uracil,cal,0.94,cal1,80035807,non-linear,8.90E-06
L12,Uracil,cal,0.94,cal2,54052560,non-linear,3.61E-06
L12,Uracil,cal,0.94,cal3,36797310,linear,1.81E-06
L12,Uracil,cal,0.94,cal4,24768571,linear,1.09E-06
L12,Uracil,cal,0.94,cal5,8138005,linear,3.64E-07
L12,Vancomycin_H2,cal,2.29,cal1,2763840,non-linear,2.71E-07
L12,Vancomycin_H2,cal,2.29,cal2,1947303,non-linear,1.22E-07
L12,Vancomycin_H2,cal,2.29,cal3,832670,non-linear,6.19E-08
L12,Vancomycin_H2,cal,2.29,cal4,145935,non-linear,3.79E-08
L13,Amitrole,cal,2.5,cal1,1658500,non-linear,6.25E-06
L13,Amitrole,cal,2.5,cal2,1154500,non-linear,2.58E-06
L13,Amitrole,cal,2.5,cal3,659250,non-linear,1.34E-06
L13,Amitrole,cal,2.5,cal4,446950,linear,7.78E-07
L13,Amitrole,cal,2.5,cal5,188500,linear,2.35E-07
L13,Atrazine,cal,10.99,cal1,31070000,non-linear,1.93E-06
L13,Atrazine,cal,10.99,cal2,20695000,non-linear,8.29E-07
L13,Atrazine,cal,10.99,cal3,12715000,non-linear,4.24E-07
L13,Atrazine,cal,10.99,cal4,7988000,non-linear,2.48E-07
L13,Atrazine,cal,10.99,cal5,2982000,linear,8.51E-08
L13,Atrazine,cal,10.99,cal6,399200,linear,8.73E-09
L13,Avermectin_B1a_H,cal,16.88,cal1,821950,non-linear,1.35E-07
L13,Avermectin_B1a_H,cal,16.88,cal2,149750,non-linear,7.02E-08
L13,Avermectin_B1a_H,cal,16.88,cal3,35930,non-linear,4.78E-08
L13,Caffeine,cal,6.05,cal1,16080000,non-linear,3.06E-06
L13,Caffeine,cal,6.05,cal2,5474000,non-linear,1.24E-06
L13,Caffeine,cal,6.05,cal3,3836500,non-linear,5.79E-07
L13,Caffeine,cal,6.05,cal4,2360500,non-linear,3.34E-07
L13,Caffeine,cal,6.05,cal5,919400,linear,1.02E-07
L13,Caffeine,cal,6.05,cal6,125350,linear,1.09E-08
L13,Carbamazepine,cal,10.19,cal1,38770000,non-linear,1.67E-06
L13,Carbamazepine,cal,10.19,cal2,26425000,non-linear,7.96E-07
L13,Carbamazepine,cal,10.19,cal3,15700000,non-linear,4.20E-07
L13,Carbamazepine,cal,10.19,cal4,10635000,non-linear,2.59E-07
L13,Carbamazepine,cal,10.19,cal5,4510000,linear,9.22E-08
L13,Carbamazepine,cal,10.19,cal6,619400,linear,7.64E-09
L13,Cefoperazone,cal,6,cal1,1806500,linear,5.41E-07
L13,Cefoperazone,cal,6,cal2,833250,linear,2.25E-07
L13,Cefoperazone,cal,6,cal3,282250,linear,1.16E-07
L13,Cefoperazone,cal,6,cal4,221950,linear,6.66E-08
L13,Cefoperazone,cal,6,cal5,54965,linear,2.45E-08
L13,Cefoperazone,cal,6,cal6,5634.5,non-linear,3.26E-09
L13,Clarithromycin_H,cal,12.05,cal1,42850000,linear,5.08E-07
L13,Clarithromycin_H,cal,12.05,cal2,22170000,linear,2.50E-07
L13,Clarithromycin_H,cal,12.05,cal3,8610000,linear,1.34E-07
L13,Clarithromycin_H,cal,12.05,cal4,3704500,linear,7.98E-08
L13,Clarithromycin_H,cal,12.05,cal5,1257000,non-linear,2.48E-08
L13,Clarithromycin_H,cal,12.05,cal6,59975,non-linear,2.79E-09
L13,Dichlorvos,cal,9.56,cal1,17525000,non-linear,2.18E-06
L13,Dichlorvos,cal,9.56,cal2,8761500,non-linear,8.80E-07
L13,Dichlorvos,cal,9.56,cal3,4360500,non-linear,4.38E-07
L13,Dichlorvos,cal,9.56,cal4,2874000,non-linear,2.72E-07
L13,Dichlorvos,cal,9.56,cal5,988000,linear,8.53E-08
L13,Dichlorvos,cal,9.56,cal6,137650,linear,7.13E-09
L13,Emamectin_B1a,cal,15.6,cal1,2369500,non-linear,2.04E-07
L13,Emamectin_B1a,cal,15.6,cal2,120850,non-linear,9.73E-08
L13,Emamectin_B1a,cal,15.6,cal3,10940,non-linear,4.87E-08
L13,Haloperidol,cal,10.37,cal1,30875000,non-linear,5.96E-07
L13,Haloperidol,cal,10.37,cal2,15155000,non-linear,2.90E-07
L13,Haloperidol,cal,10.37,cal3,8650500,linear,1.49E-07
L13,Haloperidol,cal,10.37,cal4,4697500,linear,8.94E-08
L13,Haloperidol,cal,10.37,cal5,1671000,linear,2.62E-08
L13,Haloperidol,cal,10.37,cal6,184850,linear,2.20E-09
L13,Imazalil,cal,14.07,cal1,30410000,non-linear,8.73E-07
L13,Imazalil,cal,14.07,cal2,18850000,non-linear,4.20E-07
L13,Imazalil,cal,14.07,cal3,11175000,non-linear,2.19E-07
L13,Imazalil,cal,14.07,cal4,7161500,non-linear,1.26E-07
L13,Imazalil,cal,14.07,cal5,2397500,linear,3.93E-08
L13,Imazalil,cal,14.07,cal6,250700,linear,3.32E-09
L13,Methamidophos,cal,4.24,cal1,2085000,non-linear,2.23E-06
L13,Methamidophos,cal,4.24,cal2,841950,non-linear,9.91E-07
L13,Methamidophos,cal,4.24,cal3,512350,non-linear,4.84E-07
L13,Methamidophos,cal,4.24,cal4,336900,linear,2.92E-07
L13,Methamidophos,cal,4.24,cal5,124700,linear,8.52E-08
L13,Progesterone,cal,14.36,cal1,34520000,non-linear,1.24E-06
L13,Progesterone,cal,14.36,cal2,21680000,non-linear,6.17E-07
L13,Progesterone,cal,14.36,cal3,12945000,linear,3.29E-07
L13,Progesterone,cal,14.36,cal4,7766500,linear,2.00E-07
L13,Progesterone,cal,14.36,cal5,2988000,linear,7.24E-08
L13,Progesterone,cal,14.36,cal6,366450,linear,8.65E-09
L13,Simazine,cal,9.62,cal1,27935000,non-linear,2.29E-06
L13,Simazine,cal,9.62,cal2,15605000,non-linear,9.66E-07
L13,Simazine,cal,9.62,cal3,9267500,non-linear,4.95E-07
L13,Simazine,cal,9.62,cal4,6466500,non-linear,3.01E-07
L13,Simazine,cal,9.62,cal5,2421500,linear,9.47E-08
L13,Simazine,cal,9.62,cal6,379850,linear,9.45E-09
L13,Spinosad_A,cal,16.37,cal1,11770000,non-linear,2.15E-07
L13,Spinosad_A,cal,16.37,cal2,1050000,non-linear,1.07E-07
L13,Spinosad_A,cal,16.37,cal3,133350,non-linear,5.49E-08
L13,Trichlorfon,cal,7.28,cal1,2967500,non-linear,1.76E-06
L13,Trichlorfon,cal,7.28,cal2,1972500,non-linear,7.54E-07
L13,Trichlorfon,cal,7.28,cal3,1262500,non-linear,3.95E-07
L13,Trichlorfon,cal,7.28,cal4,741250,non-linear,2.39E-07
L13,Trichlorfon,cal,7.28,cal5,285650,linear,7.80E-08
L13,Trichlorfon,cal,7.28,cal6,34765,linear,7.29E-09
L13,Tylosin,cal,11.75,cal1,9034000,linear,4.20E-07
L13,Tylosin,cal,11.75,cal2,3610500,linear,1.90E-07
L13,Tylosin,cal,11.75,cal3,1072500,linear,1.01E-07
L13,Tylosin,cal,11.75,cal4,271000,non-linear,5.77E-08
L13,Tylosin,cal,11.75,cal5,60120,non-linear,1.93E-08
L14,Amitrole,cal,0.77,cal1,3708396.667,non-linear,6.25E-06
L14,Amitrole,cal,0.77,cal2,1571677,non-linear,2.58E-06
L14,Amitrole,cal,0.77,cal3,822549,linear,1.34E-06
L14,Amitrole,cal,0.77,cal4,503247.3333,linear,7.78E-07
L14,Amitrole,cal,0.77,cal5,157113.6667,linear,2.35E-07
L14,Amitrole,cal,0.77,cal6,16470.66667,linear,2.02E-08
L14,Aspartame,cal,4.37,cal1,983521.3333,linear,1.72E-06
L14,Aspartame,cal,4.37,cal2,360490.3333,linear,7.04E-07
L14,Aspartame,cal,4.37,cal3,227390,linear,3.58E-07
L14,Aspartame,cal,4.37,cal4,107150.3333,linear,2.13E-07
L14,Aspartame,cal,4.37,cal5,43782.66667,linear,7.22E-08
L14,Aspartame,cal,4.37,cal6,2990,linear,7.59E-09
L14,Atrazine,cal,8.16,cal1,11901838.33,non-linear,1.93E-06
L14,Atrazine,cal,8.16,cal2,5245920.333,linear,8.29E-07
L14,Atrazine,cal,8.16,cal3,2677348,linear,4.24E-07
L14,Atrazine,cal,8.16,cal4,1583041,linear,2.48E-07
L14,Atrazine,cal,8.16,cal5,532278.6667,linear,8.51E-08
L14,Atrazine,cal,8.16,cal6,52888.66667,linear,8.73E-09
L14,Benzotriazole,cal,4.14,cal1,3603608.667,non-linear,3.90E-06
L14,Benzotriazole,cal,4.14,cal2,1464008,linear,1.65E-06
L14,Benzotriazole,cal,4.14,cal3,724288.6667,linear,8.47E-07
L14,Benzotriazole,cal,4.14,cal4,437815,linear,5.02E-07
L14,Benzotriazole,cal,4.14,cal5,144713.3333,linear,1.60E-07
L14,Benzotriazole,cal,4.14,cal6,14635.66667,linear,1.62E-08
L14,Caffeine,cal,3.63,cal1,1065172.333,non-linear,3.06E-06
L14,Caffeine,cal,3.63,cal2,433829.6667,non-linear,1.24E-06
L14,Caffeine,cal,3.63,cal3,219842.6667,linear,5.79E-07
L14,Caffeine,cal,3.63,cal4,129259,linear,3.34E-07
L14,Caffeine,cal,3.63,cal5,43511.66667,linear,1.02E-07
L14,Caffeine,cal,3.63,cal6,4403.666667,linear,1.09E-08
L14,Carbamazepine,cal,7.29,cal1,1605041,non-linear,1.67E-06
L14,Carbamazepine,cal,7.29,cal2,681625,linear,7.96E-07
L14,Carbamazepine,cal,7.29,cal3,355083.6667,linear,4.20E-07
L14,Carbamazepine,cal,7.29,cal4,206455,linear,2.59E-07
L14,Carbamazepine,cal,7.29,cal5,61677.66667,linear,9.22E-08
L14,Cefoperazone,cal,5.2,cal1,5691.333333,linear,5.41E-07
L14,Cefoperazone,cal,5.2,cal2,2021,linear,2.25E-07
L14,Cefoperazone,cal,5.2,cal3,926.3333333,linear,1.16E-07
L14,Cefoperazone,cal,5.2,cal4,533.3333333,linear,6.66E-08
L14,Chlormequat,cal,0.88,cal1,1481832,non-linear,1.87E-06
L14,Chlormequat,cal,0.88,cal2,481968.6667,non-linear,1.11E-06
L14,Chlormequat,cal,0.88,cal3,275694,non-linear,6.51E-07
L14,Chlormequat,cal,0.88,cal4,91341.66667,non-linear,4.30E-07
L14,Chlormequat,cal,0.88,cal5,35732.66667,non-linear,1.51E-07
L14,Chlormequat,cal,0.88,cal6,2221,non-linear,1.89E-08
L14,Chlorothiazide,cal,3.23,cal1,50304.33333,linear,1.53E-06
L14,Chlorothiazide,cal,3.23,cal2,20531,linear,6.60E-07
L14,Chlorothiazide,cal,3.23,cal3,10983.33333,linear,3.46E-07
L14,Chlorothiazide,cal,3.23,cal4,7038.666667,linear,1.99E-07
L14,Chlorothiazide,cal,3.23,cal5,2200.666667,linear,6.90E-08
L14,Clarithromycin_H,cal,7.92,cal1,2737501.667,non-linear,5.08E-07
L14,Clarithromycin_H,cal,7.92,cal2,1042111.333,linear,2.50E-07
L14,Clarithromycin_H,cal,7.92,cal3,524947.3333,linear,1.34E-07
L14,Clarithromycin_H,cal,7.92,cal4,281179.3333,linear,7.98E-08
L14,Clarithromycin_H,cal,7.92,cal5,82963,linear,2.48E-08
L14,Clarithromycin_H,cal,7.92,cal6,5248.333333,non-linear,2.79E-09
L14,Clarithromycin_Na,cal,7.92,cal1,36298,non-linear,5.08E-07
L14,Clarithromycin_Na,cal,7.92,cal2,10539.66667,linear,2.50E-07
L14,Clarithromycin_Na,cal,7.92,cal3,4751.333333,linear,1.34E-07
L14,Clarithromycin_Na,cal,7.92,cal4,3128,linear,7.98E-08
L14,Clarithromycin_Na,cal,7.92,cal5,570.3333333,linear,2.48E-08
L14,Dichlorvos,cal,7.2,cal1,671445,linear,2.18E-06
L14,Dichlorvos,cal,7.2,cal2,283674.6667,linear,8.80E-07
L14,Dichlorvos,cal,7.2,cal3,97432,linear,4.38E-07
L14,Dichlorvos,cal,7.2,cal4,81482.66667,linear,2.72E-07
L14,Dichlorvos,cal,7.2,cal5,21595.33333,linear,8.53E-08
L14,Dimethyl_phthalate_H,cal,7.4,cal1,24137,non-linear,2.31E-06
L14,Dimethyl_phthalate_H,cal,7.4,cal2,12075,linear,9.63E-07
L14,Dimethyl_phthalate_H,cal,7.4,cal3,10209.66667,linear,5.04E-07
L14,Dimethyl_phthalate_H,cal,7.4,cal4,8809,linear,3.09E-07
L14,Diphenyl_phthalate_H,cal,11.93,cal1,36198.66667,linear,1.34E-06
L14,Diphenyl_phthalate_H,cal,11.93,cal2,18943,linear,6.44E-07
L14,Diphenyl_phthalate_H,cal,11.93,cal3,8958.666667,linear,3.82E-07
L14,Diphenyl_phthalate_H,cal,11.93,cal4,5926.333333,linear,2.07E-07
L14,Efavirenz,cal,10.83,cal1,227728,linear,1.33E-06
L14,Efavirenz,cal,10.83,cal2,100566.3333,linear,5.86E-07
L14,Efavirenz,cal,10.83,cal3,43413.66667,linear,3.13E-07
L14,Efavirenz,cal,10.83,cal4,27760,linear,1.67E-07
L14,Efavirenz,cal,10.83,cal5,10388.66667,linear,7.13E-08
L14,Emamectin_B1a,cal,11.13,cal1,50742,non-linear,2.04E-07
L14,Emamectin_B1a,cal,11.13,cal2,10336,non-linear,9.73E-08
L14,Guanylurea,cal,0.78,cal1,712090.3333,linear,1.25E-06
L14,Guanylurea,cal,0.78,cal2,328729.6667,linear,5.45E-07
L14,Guanylurea,cal,0.78,cal3,186530,linear,3.20E-07
L14,Guanylurea,cal,0.78,cal4,99770.33333,linear,1.82E-07
L14,Guanylurea,cal,0.78,cal5,35443.33333,linear,4.72E-08
L14,Guanylurea,cal,0.78,cal6,4345.666667,non-linear,2.35E-09
L14,Haloperidol,cal,7.07,cal1,8794995.667,linear,5.96E-07
L14,Haloperidol,cal,7.07,cal2,3944025.667,linear,2.90E-07
L14,Haloperidol,cal,7.07,cal3,2160667.333,linear,1.49E-07
L14,Haloperidol,cal,7.07,cal4,1241182.333,linear,8.94E-08
L14,Haloperidol,cal,7.07,cal5,429100.3333,linear,2.62E-08
L14,Haloperidol,cal,7.07,cal6,35879,linear,2.20E-09
L14,Histamine,cal,0.66,cal1,40217.33333,non-linear,5.59E-06
L14,Histamine,cal,0.66,cal2,9434,non-linear,1.40E-06
L14,Imazalil,cal,7.5,cal1,6536775.667,non-linear,8.73E-07
L14,Imazalil,cal,7.5,cal2,2840661.333,linear,4.20E-07
L14,Imazalil,cal,7.5,cal3,1417782.333,linear,2.19E-07
L14,Imazalil,cal,7.5,cal4,837972.3333,linear,1.26E-07
L14,Imazalil,cal,7.5,cal5,281930.6667,linear,3.93E-08
L14,Imazalil,cal,7.5,cal6,23749.33333,linear,3.32E-09
L14,L-alanine,cal,0.76,cal1,225695.6667,non-linear,6.07E-06
L14,L-alanine,cal,0.76,cal2,93193.66667,non-linear,2.26E-06
L14,L-alanine,cal,0.76,cal3,48664.33333,linear,1.07E-06
L14,L-alanine,cal,0.76,cal4,28128.66667,linear,6.25E-07
L14,L-alanine,cal,0.76,cal5,10244.66667,linear,1.93E-07
L14,L-phenylalanine,cal,2.26,cal1,517081.6667,linear,3.10E-06
L14,L-phenylalanine,cal,2.26,cal2,207334,linear,1.23E-06
L14,L-phenylalanine,cal,2.26,cal3,104410.3333,linear,6.09E-07
L14,L-phenylalanine,cal,2.26,cal4,60029.66667,linear,3.58E-07
L14,L-phenylalanine,cal,2.26,cal5,21064,linear,1.21E-07
L14,Methamidophos,cal,1.74,cal1,175416,non-linear,2.23E-06
L14,Methamidophos,cal,1.74,cal2,75236.33333,non-linear,9.91E-07
L14,Methamidophos,cal,1.74,cal3,38858.33333,linear,4.84E-07
L14,Methamidophos,cal,1.74,cal4,24398.66667,linear,2.92E-07
L14,Methamidophos,cal,1.74,cal5,8339,linear,8.52E-08
L14,Metolachlor,cal,10.75,cal1,858554.6667,non-linear,1.45E-06
L14,Metolachlor,cal,10.75,cal2,362583,linear,6.75E-07
L14,Metolachlor,cal,10.75,cal3,188966.3333,linear,3.62E-07
L14,Metolachlor,cal,10.75,cal4,111214.6667,linear,2.26E-07
L14,Metolachlor,cal,10.75,cal5,38443.66667,linear,7.26E-08
L14,Metolachlor,cal,10.75,cal6,3910,linear,7.23E-09
L14,Octocrylene,cal,14.66,cal1,24858.66667,non-linear,2.30E-06
L14,Octocrylene,cal,14.66,cal2,10345.33333,non-linear,1.20E-06
L14,Progesterone,cal,11.28,cal1,1383194,linear,1.24E-06
L14,Progesterone,cal,11.28,cal2,593995,linear,6.17E-07
L14,Progesterone,cal,11.28,cal3,290442,linear,3.29E-07
L14,Progesterone,cal,11.28,cal4,169920.6667,linear,2.00E-07
L14,Progesterone,cal,11.28,cal5,57956.33333,linear,7.24E-08
L14,Progesterone,cal,11.28,cal6,5384,non-linear,8.65E-09
L14,Rifaximin,cal,9.8,cal1,136250.3333,linear,4.90E-07
L14,Rifaximin,cal,9.8,cal2,41841.66667,linear,1.91E-07
L14,Rifaximin,cal,9.8,cal3,18045.33333,linear,8.71E-08
